title,company,location,work_type,level,compensation,link,id,classification
"Principal Full Stack Engineer, AI Platform & Agents (US/Canada Hybrid/Remote)",Wolters Kluwer,7 Locations,In-Office or Remote,Senior level,158K-282K Annually,https://builtin.com/job/principal-full-stack-engineer-ai-platform-agents/7437480,7437480,ai_support
AI Engineer II,CareSource,USA,Remote,Mid level,83K-133K Annually,https://builtin.com/job/ai-engineer-ii/8191380,8191380,ai_first
Generative AI Common Platform Engineer - VP,Citi,"New York, NY, USA",In-Office,Senior level,142K-213K Annually,https://builtin.com/job/generative-ai-common-platform-engineer-vp/7714622,7714622,ai_support
Senior Product Engineer - AI fintech startup,Cherry Ventures,"New York, NY, USA",In-Office,Senior level,150K-220K Annually,https://builtin.com/job/senior-product-engineer-ai-fintech-startup/7452356,7452356,ai_support
Frontend Engineer - AI Products,Herald,"New York City, NY, USA",In-Office,Junior,140K-200K Annually,https://builtin.com/job/frontend-engineer/7458709,7458709,ai_support
Staff AI Platform Engineer,AlphaSense,"New York, NY, USA",Hybrid,Senior level,203K-304K Annually,https://builtin.com/job/senior-ai-engineer/7391894,7391894,ai_first
AI Software Engineer,Stylitics,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/ai-software-engineer/7037957,7037957,ai_support
Senior Software Engineer - AI & Intelligent Tooling,Plaid,2 Locations,Hybrid,Senior level,180K-270K Annually,https://builtin.com/job/software-engineer-intelligent-tooling/8151143,8151143,ai_support
AI Sales Engineer,Stuut,2 Locations,In-Office,Senior level,230K-250K Annually,https://builtin.com/job/founding-account-manager/7450319,7450319,ai_support
Senior Software Engineer - AI/ML Infra,GEICO,3 Locations,In-Office,Senior level,105K-300K Annually,https://builtin.com/job/senior-software-engineer-ai-ml-infra/7726466,7726466,ai_support
Senior AI Tools Engineer,Authentic Brands Group,"New York, NY, USA",In-Office,Mid level,170K-210K Annually,https://builtin.com/job/senior-ai-tools-engineer/7721162,7721162,ai_first
Staff AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://builtin.com/job/staff-ai-engineer-ai-platform/8247056,8247056,ai_first
Staff AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://builtin.com/job/staff-ai-engineer-ai-product/8247027,8247027,ai_first
Senior AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://builtin.com/job/senior-ai-engineer-ai-platform/8247031,8247031,ai_first
Senior AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://builtin.com/job/senior-ai-engineer-ai-product/8247026,8247026,ai_first
Senior Software Engineer - AI (Materia AI),Thomson Reuters,4 Locations,Hybrid,Senior level,110K-235K Annually,https://builtin.com/job/senior-software-engineer-ai-materia-ai/7830844,7830844,ai_support
Senior AI Developer,EBizCharge,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-developer/7592560,7592560,ai_first
"Staff AI Engineer, Data Systems",MagicSchool AI,USA,Remote,Senior level,205K-240K Annually,https://builtin.com/job/staff-ai-context-engineer/7601466,7601466,ai_first
Principal AI Engineer,Jump,US,Remote,Expert/Leader,230K-230K Annually,https://builtin.com/job/principal-ai-engineer/7597563,7597563,ai_first
"AI Engineer & Researcher, Inference",Speechify,USA,Remote,Mid level,,https://builtin.com/job/senior-backend-engineer-ai-serving-node/3203184,3203184,ai_first
AI Engineer (New Graduate),Distyl AI,2 Locations,In-Office,Internship,,https://builtin.com/job/ai-engineer-new-graduate/8167728,8167728,ai_first
"Sales Engineer, Applied AI",Instabase,"New York, NY, USA",In-Office,Mid level,157K-175K Annually,https://builtin.com/job/applied-ai-field-engineer/7973915,7973915,ai_support
AI/ML Engineer,Candid Health,3 Locations,In-Office,Senior level,165K-220K Annually,https://builtin.com/job/ai-ml-software-engineer/8118992,8118992,ai_first
AI Pod: Fullstack Product Engineer,CPOHQ + Knoetic AI,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-pod-fullstack-product-engineer/8110108,8110108,ai_support
Applied AI/ML Engineer,extend (extend.app),"New York City, NY, USA",In-Office,Mid level,200K-350K Annually,https://builtin.com/job/ai-engineer/4749439,4749439,ai_first
AI Deployment Engineer,OpenAI,"New York City, NY, USA",In-Office,Senior level,197K-278K Annually,https://builtin.com/job/solutions-architect-generative-ai-deployment/6431012,6431012,ai_first
Founding AI Engineer - Supernal,Infinity Constellation,USA,Remote,Mid level,,https://builtin.com/job/founding-ai-engineer-supernal/7309806,7309806,ai_first
Full Stack AI Engineer,Infinity Constellation,USA,Remote,Mid level,75-75 Hourly,https://builtin.com/job/full-stack-ai-engineer/7309810,7309810,ai_first
Senior Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-engineer/7094264,7094264,ai_first
Senior Software Engineer – HPC & AI Advanced Development,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Senior level,137K-315K Annually,https://builtin.com/job/senior-software-engineer-hpc-ai-advanced-development/8037077,8037077,ai_support
AI Research Engineer,CSquared Labs,2 Locations,Hybrid,Expert/Leader,,https://builtin.com/job/ai-research-engineer/8104374,8104374,ai_first
"Software Engineer, Data & AI",Vendelux,"New York, NY, USA",Hybrid,Mid level,140K-185K Annually,https://builtin.com/job/software-engineer-data-ai/8105309,8105309,ai_support
AI Automation Engineer,BetterUp,5 Locations,In-Office,Senior level,144K-227K Annually,https://builtin.com/job/ai-automation-engineer/8314375,8314375,ai_first
Agentic AI Senior Software Engineer,S&P Global,2 Locations,In-Office,Senior level,110K-170K Annually,https://builtin.com/job/agentic-ai-senior-software-engineer/7982893,7982893,ai_first
Software Engineer II - Applied AI,YCharts,United States,Remote or Hybrid,Junior,140K-180K Annually,https://builtin.com/job/software-engineer-ii-applied-ai/7643812,7643812,ai_support
Senior Full-Stack AI Engineer,Coursera,United States,Remote,Junior,158K-198K Annually,https://builtin.com/job/fullstack-ai-engineer/6892637,6892637,ai_first
Principal AI Developer - Cybersecurity Operations,Arctic Wolf,2 Locations,Remote,Senior level,,https://builtin.com/job/senior-principal-ai-developer-cybersecurity-operations/7457546,7457546,ai_first
"Staff Software Engineer, iOS - Search and AI Mobile",Salesforce,5 Locations,In-Office,Senior level,212K-335K Annually,https://builtin.com/job/staff-software-engineer-ios-search-and-ai-mobile/7687667,7687667,ai_support
Applied AI Engineer,AssemblyAI,USA,Remote,Senior level,195K-250K Annually,https://builtin.com/job/applied-ai-engineer/8228578,8228578,ai_first
Senior Software Engineer- Artificial Intelligence,GEICO,4 Locations,In-Office,Senior level,105K-215K Annually,https://builtin.com/job/senior-software-engineer-artificial-intelligence/8351679,8351679,other
Software Engineer - AI,Brellium,"New York City, NY, USA",In-Office,Junior,135K-185K Annually,https://builtin.com/job/software-engineer-i-ai/7234538,7234538,ai_support
AI Data Engineer,C the Signs,5 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/ai-data-engineer/7208603,7208603,ai_first
"Research Scientist/Research Engineer, AI for Secure Code",Deepmind,3 Locations,In-Office,Senior level,141K-291K Annually,https://builtin.com/job/research-scientist-research-engineer-ai-secure-code/7710081,7710081,ai_first
Applied AI Engineer,Atomicwork,United States,Remote,Mid level,,https://builtin.com/job/applied-ai-engineer/8222402,8222402,ai_first
"Lead Research Engineer, AI",Thomson Reuters,4 Locations,Hybrid,Senior level,127K-273K Annually,https://builtin.com/job/lead-research-engineer-ai/7766251,7766251,ai_support
Senior Software Engineer (AI Engineering),TWG Global,2 Locations,In-Office,Senior level,190K-200K Annually,https://builtin.com/job/senior-software-engineer-java-full-stack/7985422,7985422,ai_support
"Senior Gen AI Engineer, Salesforce Platform",MCG Health,USA,Remote,Senior level,154K-216K Annually,https://builtin.com/job/senior-gen-ai-engineer-salesforce-platform/7562172,7562172,ai_first
Generative AI Engineer,MCG Health,USA,Remote,Mid level,131K-184K Annually,https://builtin.com/job/generative-ai-engineer/8218275,8218275,ai_first
Senior AI Data Engineer- Vice President,Citi,"New York, NY, USA",In-Office,Senior level,142K-213K Annually,https://builtin.com/job/senior-ai-data-engineer-vice-president/8060348,8060348,ai_first
Lead AI AppSec Engineer,Capital Group,4 Locations,In-Office,Senior level,187K-385K Annually,https://builtin.com/job/ai-appsec-engineer-v/7660445,7660445,other
"Software Engineer, AI",Sixfold,"New York, NY, USA",In-Office,Mid level,100K-195K Annually,https://builtin.com/job/software-engineer-ai/7729925,7729925,ai_support
Solutions Engineer (AI),Newton Research,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/solutions-engineer-ai/7912488,7912488,ai_support
QA Automation Engineer (AI Systems & Web Apps),Talkspace,"New York, NY, USA",In-Office or Remote,Mid level,85K-120K Annually,https://builtin.com/job/qa-automation-engineer-ai-systems-web-apps/7915287,7915287,ai_support
Principal AI/ML Engineer,Pragmatike,13 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/principal-ai-ml-engineer/8328948,8328948,ai_first
Senior UI/Frontend Engineer (AI),Pragmatike,6 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ui-frontend-engineer-ai/8328945,8328945,ai_support
"Backend Engineer, Agentic AI (Senior/Staff Level)",Granted,United States,Remote,Senior level,150K-225K Annually,https://builtin.com/job/founding-ai-engineer/7253881,7253881,ai_support
"Sr. Software Engineer, AI Tasks (Fullstack)",Zapier,2 Locations,Remote,Senior level,174K-261K Annually,https://builtin.com/job/sr-software-engineer-ai-tasks-fullstack/7988361,7988361,ai_support
AI Engineer,Magna Legal Services,USA,Remote,Mid level,150K-175K Annually,https://builtin.com/job/ai-engineer/8043403,8043403,ai_first
Software Engineer (Back End) - Blueflame AI,DataSite,2 Locations,In-Office,Mid level,119K-207K Annually,https://builtin.com/job/software-engineer-back-end-blueflame-ai/7988255,7988255,ai_support
Senior Full Stack Engineer (AI/LLM Platform),Kasisto,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-full-stack-engineer-ai-llm-platform/7588424,7588424,ai_support
"Senior Engineer,  Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Senior level,100K-215K Annually,https://builtin.com/job/senior-engineer-java-ai-ml-remote/7076325,7076325,ai_support
"Senior Engineer, Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Senior level,80K-215K Annually,https://builtin.com/job/senior-engineer-java-ai-ml-remote/7076369,7076369,ai_support
AI/ML Engineer,Starr Insurance,"Parkside, New York, NY, USA",In-Office,Mid level,135K-175K Annually,https://builtin.com/job/ai-ml-engineer/7555589,7555589,ai_first
"Senior Software Engineer, Applied AI",Astronomer,"New York City, NY, USA",In-Office,Senior level,180K-210K Annually,https://builtin.com/job/senior-software-engineer-applied-ai/7423323,7423323,ai_support
"AI Research Engineer, Enterprise Evaluations",Scale AI,2 Locations,In-Office,Mid level,179K-224K Annually,https://builtin.com/job/ai-research-engineer-enterprise-evaluations/7684106,7684106,ai_first
"Founding Design Engineer, AI Capability Development, Education Labs",Anthropic,2 Locations,In-Office,Senior level,300K-405K Annually,https://builtin.com/job/founding-design-engineer-ai-capability-development-education-labs/8319380,8319380,ai_support
Software Engineer (AI),Numeral,2 Locations,In-Office or Remote,Senior level,175K-300K Annually,https://builtin.com/job/foundational-ai-engineer/8318564,8318564,ai_support
AI Engineer,HouseAccount,USA,Remote,Mid level,,https://builtin.com/job/ai-engineer/7495968,7495968,ai_first
"Senior Software Engineer (Laravel), AI Solutions",PactFi,"New York, NY, USA",In-Office,Senior level,150K-170K Annually,https://builtin.com/job/senior-software-engineer-laravel-ai-solutions/8308979,8308979,ai_support
AI Developer (QB - AI - 20260112),Celara,USA,Remote,Senior level,,https://builtin.com/job/ai-developer-qb-ai-20260112/8177550,8177550,ai_first
"Software Engineer, AI",Paces,"Brooklyn, New York, NY, USA",Hybrid,Mid level,150K-190K Annually,https://builtin.com/job/software-engineer-ai/7411568,7411568,ai_support
"Senior Software Engineer, AI",Imprint,3 Locations,In-Office,Mid level,170K-220K Annually,https://builtin.com/job/senior-software-engineer-ai/6768326,6768326,ai_support
AI/ML Full Stack Engineer (Mid Level),Mogul & Co,2 Locations,Remote or Hybrid,Mid level,110K-130K Annually,https://builtin.com/job/ai-ml-full-stack-engineer-mid-level/8088317,8088317,ai_first
"Senior Staff Engineer, AI",Arc (joinarc.com),8 Locations,In-Office or Remote,Senior level,180K-300K Annually,https://builtin.com/job/senior-staff-engineer-ai/7901970,7901970,ai_support
AI Deployment Engineer- ChatGPT Ecosystem,OpenAI,2 Locations,In-Office,Senior level,252K-335K Annually,https://builtin.com/job/solutions-architect-chatgpt-ecosystem/7393512,7393512,ai_first
"Staff Software Engineer, AI - Hybrid",Octane,"New York, NY, USA",Remote or Hybrid,Senior level,150K-210K Annually,https://builtin.com/job/staff-software-engineer-ai-hybrid/7176558,7176558,ai_support
"Data Engineer (AI, ML, and Data Science)",Consumer Reports,"Yonkers, NY, USA",Hybrid,Mid level,100K-120K Annually,https://builtin.com/job/data-engineer-ai-ml-and-data-science/7897606,7897606,ai_support
"Full Stack Software Engineer (AI, ML, and Data Science)",Consumer Reports,"Yonkers, NY, USA",Hybrid,Senior level,100K-120K Annually,https://builtin.com/job/full-stack-software-engineer-ai-ml-and-data-science/7897611,7897611,ai_support
AVP – AI Solutions Engineer,LPL Financial,2 Locations,In-Office,Senior level,134K-223K Annually,https://builtin.com/job/avp-ai-solutions-engineer/7901352,7901352,ai_support
AI Data Engineer,Influur,"New York, NY, USA",In-Office or Remote,Senior level,200K-200K Annually,https://builtin.com/job/ai-data-engineer/8087421,8087421,ai_first
Managing Engineer (Python/AI LLM),Allstate,US,Remote,Senior level,120K-194K Annually,https://builtin.com/job/managing-engineer-python-ai-llm/8203179,8203179,ai_first
AI Automation Engineer Tech Lead (Remote),Myriad360,USA,Remote,Senior level,150K-160K Annually,https://builtin.com/job/ai-automation-engineer-tech-lead-remote/8393779,8393779,ai_first
Founding AI Engineer,Coverbase,USA,Remote,Mid level,140K-220K Annually,https://builtin.com/job/founding-ai-engineer/7780278,7780278,ai_first
Entry-Level AI/ML Software Developer Apprenticeship - Bletchley Fellowship,Flatiron School,United States,Remote,Internship,20-20 Hourly,https://builtin.com/job/entry-level-ai-ml-software-developer-apprenticeship-bletchley-fellowship/8389142,8389142,ai_support
Intelligent Workplace Engineer – Employee Productivity AI,GlobalFoundries,9 Locations,In-Office or Remote,Senior level,93K-184K Annually,https://builtin.com/job/intelligent-workplace-engineer-employee-productivity-ai/7522802,7522802,ai_support
"Staff AI Innovation Engineer, Employee Experience",Airbnb,United States,Remote,Expert/Leader,180K-225K Annually,https://builtin.com/job/staff-ai-innovation-engineer-employee-experience/7979527,7979527,ai_first
Generative AI Inference Engineer,Stability AI,United States,Remote,Expert/Leader,,https://builtin.com/job/generative-ai-inference-engineer/7729834,7729834,ai_first
Staff AI API Engineer,SentinelOne,United States,Remote,Senior level,170K-235K Annually,https://builtin.com/job/staff-ai-api-engineer/6840091,6840091,ai_first
AI Platform Engineer,0G Labs,USA,Remote,Mid level,,https://builtin.com/job/ai-platform-engineer/7720115,7720115,ai_first
Senior Product Marketing Manager; AI & Product Developer Marketing,Amplitude,USA,Remote,Senior level,166K-278K Annually,https://builtin.com/job/product-marketing-manager-experiment/7729729,7729729,ai_support
Sr Application Engineer (Salesforce Agentforce AI),PointClickCare,USA,Remote,Senior level,121K-135K Annually,https://builtin.com/job/sr-application-engineer-salesforce-agentforce-ai/8133686,8133686,ai_support
Senior Software Engineer (AI / LLMs),apiphani,USA,Remote,Senior level,120K-160K Annually,https://builtin.com/job/senior-software-engineer-ai-llms/7458090,7458090,ai_support
Forward Deployed AI Engineer,Lorikeet,US,Remote,Mid level,,https://builtin.com/job/forward-deployed-ai-engineer/8005716,8005716,ai_first
AI Engineer,CoreStory,US,Remote,Mid level,,https://builtin.com/job/ai-engineer/7998280,7998280,ai_first
Principal AI/ML Solution Engineer,Snowflake,"New York, NY, USA",In-Office or Remote,Senior level,189K-248K Annually,https://builtin.com/job/principal-solution-engineer/8295096,8295096,ai_support
"Senior AI Python Software Engineer (Perm, USA, Remote + Travel)",Nearform,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-python-software-engineer-perm-usa-remote-travel/8373891,8373891,ai_support
"Software Engineer, AI/ML Systems",LM Studio,"New York City, NY, USA",In-Office,Mid level,175K-275K Annually,https://builtin.com/job/software-engineer-ai-ml-systems/8077834,8077834,ai_support
AI Deployment Engineer- Media Partnerships,OpenAI,"New York City, NY, USA",In-Office,Senior level,197K-278K Annually,https://builtin.com/job/solutions-architect-media-partnerships/7631480,7631480,ai_first
Generative AI / Machine Learning Engineer,Medal,"New York City, NY, USA",In-Office,Senior level,350K-450K Annually,https://builtin.com/job/generative-ai-machine-learning-engineer-nyc/7141363,7141363,ai_first
"AI Applications Engineer (Glen Cove, NY)",Standard Bots,"Glen Cove, NY, USA",In-Office,Senior level,80K-150K Annually,https://builtin.com/job/ai-applications-engineer-glen-cove-ny/8293494,8293494,ai_support
"Senior QA Engineer, AI Experience",Kiddom,2 Locations,Hybrid,Senior level,110K-165K Annually,https://builtin.com/job/senior-qa-engineer-ai-experience/8291786,8291786,ai_support
"Forward Deployed Engineer, AI Inference (vLLM and Kubernetes)",Red Hat,2 Locations,In-Office or Remote,Senior level,193K-319K Annually,https://builtin.com/job/forward-deployed-engineer-ai-inference-vllm-and-kubernetes/8291315,8291315,ai_support
Senior AI/ML Engineer,Starr Insurance,"Parkside, New York, NY, USA",In-Office,Senior level,180K-200K Annually,https://builtin.com/job/senior-ai-ml-engineer/6298916,6298916,ai_first
"Staff Software Engineer, Cribl AI",Cribl,United States,Remote,Senior level,185K-255K Annually,https://builtin.com/job/staff-software-engineer-cribl-ai/8370650,8370650,ai_support
Principal Engineer - Voice AI,Checkmate (itsacheckmate.com),United States,Remote,Expert/Leader,190K-245K Annually,https://builtin.com/job/principal-engineer-voice-ai/8122606,8122606,ai_support
Lead Product Engineer – .NET and AI Driven,Green Dot Corporation,U.S.,Remote,Senior level,140K-199K Annually,https://builtin.com/job/lead-product-engineer-net-and-ai-driven/7467931,7467931,ai_support
Senior AI Engineer,Yuno,4 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/backend-ai-engineer/7481665,7481665,ai_first
Applied AI Engineer,Cordial,US,Remote,Mid level,140K-160K Annually,https://builtin.com/job/ai-engineer/7764233,7764233,ai_first
AI Operations Engineer,Praetorian,United States,Remote,Mid level,,https://builtin.com/job/ai-operations-engineer/8370009,8370009,ai_first
"Forward Deployed Engineer, Applied AI (Federal Civilian)",Anthropic,3 Locations,In-Office,Mid level,280K-320K Annually,https://builtin.com/job/forward-deployed-engineer-applied-ai-federal-civilian/8278229,8278229,ai_support
Agentic Artificial Intelligence (AI) Engineer - Talent Pipeline (Remote - US),Atmosera,United States,Remote,Senior level,,https://builtin.com/job/agentic-artificial-intelligence-ai-engineer-remote/6817633,6817633,ai_first
Junior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Junior,20-30 Hourly,https://builtin.com/job/junior-ai-platform-engineer-supernal/7957789,7957789,ai_first
Solutions Engineer - AWS Customer Experience & AI,Phizenix,USA,Remote,Senior level,140K-150K Annually,https://builtin.com/job/solutions-engineer-aws-customer-experience-ai/7449320,7449320,ai_support
Senior Software Engineer I- AI/ML,Aledade,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-i-ai-ml/8113342,8113342,ai_support
AI Process Automation Engineer,Blueprint,USA,Remote,Senior level,125K-135K Annually,https://builtin.com/job/ai-process-automation-engineer/8106404,8106404,ai_support
"Sr. Full-Stack Engineer, Applied AI",hims & hers,US,Remote,Senior level,170K-220K Annually,https://builtin.com/job/sr-full-stack-engineer-applied-ai/7712672,7712672,ai_support
"Associate Distinguished Engineer - AI, Data Science & Agentic Solutions",Nagarro,US,Remote,Expert/Leader,,https://builtin.com/job/associate-distinguished-engineer-ai-data-science-agentic-solutions/8111938,8111938,ai_first
Lead AI Product Engineer,Mitratech,US,Remote,Expert/Leader,,https://builtin.com/job/lead-ai-product-engineer/7441142,7441142,ai_support
"Software Engineer, AI Infrastructure",Fireworks AI,2 Locations,In-Office,Mid level,300K-500K Annually,https://builtin.com/job/software-engineer-ai-infrastructure/7612216,7612216,ai_support
AI Research Engineer,Amperos Health,"New York, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-research-engineer/7372132,7372132,ai_first
"Applied AI, Senior MLOps Engineer - NYC",Mistral AI,"New York, NY, USA",Hybrid,Senior level,,https://builtin.com/job/applied-ai-engineer-senior-devops-sre-palo-alto-nyc/6945742,6945742,ai_support
"Forward Deployed Engineer, Unstructured AI",Collibra,"New York, NY, USA",Hybrid,Mid level,140K-175K Annually,https://builtin.com/job/forward-deployed-engineer-unstructured-ai/7615500,7615500,ai_support
AI Deployment Engineer- Startups,OpenAI,"New York City, NY, USA",In-Office,Senior level,198K-280K Annually,https://builtin.com/job/solutions-architect-startups/7614004,7614004,ai_first
"Staff Infrastructure Software Engineer, Enterprise AI",Scale AI,2 Locations,In-Office,Senior level,216K-270K Annually,https://builtin.com/job/senior-infrastructure-software-engineer-enterprise-ai/6934350,6934350,ai_support
"AI Infrastructure Engineer, Core Infrastructure",Scale AI,3 Locations,In-Office,Mid level,179K-311K Annually,https://builtin.com/job/ai-infrastructure-engineer-core-infrastructure/7587741,7587741,ai_first
"AI Research Engineer, New PhD Graduate",Duolingo,"New York, NY, USA",Hybrid,Internship,132K-178K Annually,https://builtin.com/job/ai-research-engineer-new-phd-graduate/7136030,7136030,ai_first
Senior AI Solutions Engineer,Golin,"New York, NY, USA",In-Office,Senior level,125K-160K Annually,https://builtin.com/job/senior-ai-solutions-engineer/6732237,6732237,ai_support
"Senior Full Stack Engineer, AI Experience",Kiddom,2 Locations,Hybrid,Senior level,180K-230K Annually,https://builtin.com/job/senior-full-stack-engineer-atlas/8269625,8269625,ai_support
Senior Engineer Applied AI (Java),Accellor,5 Locations,In-Office,Senior level,,https://builtin.com/job/senior-engineer-applied-ai-java/8269585,8269585,ai_support
Staff Software Engineer - AI/ML Platform,GEICO,3 Locations,In-Office,Senior level,115K-300K Annually,https://builtin.com/job/staff-software-engineer-ai-ml-platform/8268044,8268044,ai_support
AI Success Engineer - NYC,OpenAI,"New York City, NY, USA",In-Office,Senior level,207K-240K Annually,https://builtin.com/job/ai-success-engineer-nyc/8267182,8267182,ai_support
Staff AI Ops Engineer,Calix,2 Locations,Remote,Senior level,136K-266K Annually,https://builtin.com/job/staff-ai-ops-engineer/7778549,7778549,ai_first
Artificial Intelligence Software Engineer SME,CACI International Inc,2 Locations,In-Office or Remote,Expert/Leader,115K-252K Annually,https://builtin.com/job/artificial-intelligence-software-engineer-sme/7539760,7539760,other
Senior Full-Stack Software Engineer (Next.js + Supabase + AI-Native),Finite State,2 Locations,Remote,Senior level,,https://builtin.com/job/senior-full-stack-software-engineer-next-js-supabase-ai-native/8028261,8028261,ai_support
Staff AI Software Engineer,Cority,2 Locations,Remote,Senior level,110K-140K Annually,https://builtin.com/job/staff-ai-software-engineer/8364892,8364892,ai_support
"AI Platform Engineer, Applied AI",Circle.so,USA,Remote,Mid level,130K-140K Annually,https://builtin.com/job/ai-platform-engineer-applied-ai/8364832,8364832,ai_first
AI / Machine Learning Engineer,Cybermedia Technologies (CTEC),United States,Remote,Senior level,,https://builtin.com/job/ai-machine-learning-engineer/8360020,8360020,ai_first
"Software Engineer, AI DevX",Ramp,2 Locations,In-Office,Senior level,207K-351K Annually,https://builtin.com/job/staff-software-engineer-ai-devx/7503472,7503472,ai_support
Software Engineer (Applied AI),Column Tax,2 Locations,In-Office,Mid level,,https://builtin.com/job/software-engineer-applied-ai/6351158,6351158,ai_support
Senior Developer Verint AI & Social Engineering,Capgemini,5 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-developer-verint-ai-social-engineering/7358297,7358297,other
"Lead Engineer, AI & Business Intelligence",Ovative Group,3 Locations,In-Office,Senior level,111K-186K Annually,https://builtin.com/job/lead-engineer-ai-business-intelligence/8255376,8255376,ai_support
"Principal Machine Learning Engineer, Agentic AI",Zillow,USA,Remote,Senior level,194K-327K Annually,https://builtin.com/job/principal-machine-learning-engineer-agentic-ai/7135177,7135177,ai_first
Staff Applied AI Product Engineer,Carrum Health,USA,Remote,Expert/Leader,190K-260K Annually,https://builtin.com/job/staff-applied-ai-product-engineer/8352703,8352703,ai_support
Senior Software Engineer II - AI/ML,Aledade,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ii-ai-ml/7924450,7924450,ai_support
Entrepreneurial AI Research Engineer,Deeter Analytics,US,Remote,Expert/Leader,,https://builtin.com/job/entrepreneurial-ai-research-engineer/7571620,7571620,ai_first
Software Engineer – AI Frontend,Omni (omni.co),United States,Remote,Mid level,160K-250K Annually,https://builtin.com/job/software-engineer-ai-frontend/7916522,7916522,ai_support
Senior Infrastructure Engineer - AI/ML,OpenTeams,U.S.,Remote,Senior level,,https://builtin.com/job/senior-infrastructure-engineer-ai-ml/7446029,7446029,ai_support
Senior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Senior level,40-50 Hourly,https://builtin.com/job/senior-ai-platform-engineer-supernal/7928285,7928285,ai_first
"Senior Backend Engineer, AI Team",Acorns,USA,Remote,Senior level,185K-217K Annually,https://builtin.com/job/senior-software-engineer/4444744,4444744,ai_support
Staff AI Software Engineer,Agility Robotics,USA,Remote,Senior level,,https://builtin.com/job/staff-ai-software-engineer/7927067,7927067,ai_support
"Senior Software Engineer, AI Model Serving",Speechify,USA,Remote,Senior level,140K-200K Annually,https://builtin.com/job/senior-software-engineer-ai-model-serving/6591465,6591465,ai_support
Founding Engineer - AI Frontdesk,Pear VC,"New York City, NY, USA",In-Office,Junior,,https://builtin.com/job/founding-engineer-ai-frontdesk/8247120,8247120,ai_support
Forward Deployed Engineer (AI Solutions) - Atrix,Pear VC,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/forward-deployed-engineer-ai-solutions-atrix/8247074,8247074,ai_support
"Staff Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Senior level,180K-200K Annually,https://builtin.com/job/staff-software-engineer-ai-platform-python-react/8343858,8343858,ai_support
"Principal Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Expert/Leader,190K-210K Annually,https://builtin.com/job/principal-software-engineer-ai-platform-python-react/8343857,8343857,ai_support
Software Engineer - AI Products,Herald,"New York, NY, USA",In-Office,Junior,140K-200K Annually,https://builtin.com/job/software-engineer-ai-products/7600139,7600139,ai_support
Principal AI Research Engineer - RL,Reflex Robotics,2 Locations,In-Office,Senior level,,https://builtin.com/job/principal-ai-research-engineer-rl/6684124,6684124,ai_first
Principal AI Research Engineer - World Models,Reflex Robotics,2 Locations,In-Office,Senior level,,https://builtin.com/job/principal-ai-research-engineer-world-models/6696292,6696292,ai_first
Applied AI Inference Engineer,Baseten,2 Locations,In-Office,Junior,160K-275K Annually,https://builtin.com/job/applied-ai-inference-engineer/7600693,7600693,ai_first
AI Solutions Engineer,Baseten,2 Locations,In-Office,Junior,160K-275K Annually,https://builtin.com/job/ai-solutions-engineer/7600691,7600691,ai_support
Senior AI Solutions Engineer,IPG DXTRA,"New York, NY, USA",In-Office,Senior level,125K-160K Annually,https://builtin.com/job/senior-ai-solutions-engineer/6732235,6732235,ai_support
"Full Stack Product Engineer (AI), Search",Harmonic,"New York, NY, USA",In-Office,Mid level,120K-180K Annually,https://builtin.com/job/full-stack-ai-product-engineer-discovery/6727775,6727775,ai_support
Senior AI Product Engineer,Poggio Labs,USA,Remote,Senior level,,https://builtin.com/job/senior-ai-product-engineer/8093818,8093818,ai_support
